numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao
000002401,44664,DEPUTADO HELY TARQÜÍNIO,5905,2020-03-25 14:00:00,"Declara ter votado favoravelmente ao projeto de resolução que reconhece
o estado de calamidade pública decorrente da pandemia causada pelo
agente coronavírus - Covid-19. Parabeniza o governador Romeu Zema pelo
decreto que deu origem a esse projeto, o relator, deputado Thiago Cota,
e o presidente da Assembleia Legislativa, deputado Agostinho Patrus.",19,2020-03-25 14:00:00
000002402,44665,DEPUTADO CORONEL HENRIQUE,26149,2020-03-25 14:00:00,"Declara ter votado favoravelmente ao projeto de resolução que reconhece
o estado de calamidade pública decorrente da pandemia causada pelo
agente coronavírus - Covid-19. Agradece aos trabalhadores da segurança
pública, da saúde e da agropecuária, entre outros profissionais.",19,2020-03-25 14:00:00
000002403,44666,DEPUTADO ANTONIO CARLOS ARANTES,7327,2020-03-25 14:00:00,"Declara ter votado favoravelmente ao projeto de resolução que reconhece
o estado de calamidade pública decorrente da pandemia causada pelo
agente coronavírus - Covid-19. Manifesta preocupação com os micro e
pequeno empresários e solicita ao governador reunião para discutir
estratégias para se evitar a falência das empresas.",19,2020-03-25 14:00:00
000002404,44667,DEPUTADO BARTÔ,26144,2020-03-25 14:00:00,"Apresenta alguns esclarecimentos sobre o projeto de resolução que
reconhece o estado de calamidade pública decorrente da pandemia causada
pelo agente coronavírus - Covid-19. Comenta ser favorável ao presidente
Jair Bolsonaro, mas contrário ao que ele expressou em pronunciamento
sobre o isolamento social.",19,2020-03-25 14:00:00
000002405,44668,DEPUTADO ANDRÉ QUINTÃO,12195,2020-03-25 14:00:00,"Parabeniza a Mesa e a equipe técnica da Assembleia Legislativa pelo
esforço em manter o Poder Legislativo em funcionamento político, com o
auxílio da tecnologia, adotando as medidas necessárias para que se
preserve a saúde dos servidores. Comenta a importância da aprovação do
projeto de resolução que reconhece o estado de calamidade pública
decorrente da pandemia causada pelo agente coronavírus - Covid-19.
Informa que serão apreciadas, em breve, matérias também importantes e
complementares, com a preocupação do impacto na saúde pública, mas
também o impacto econômico e social para a população do Estado e do
Brasil. Ressalta que o Fundo de Erradicação da Miséria - FEM - deve ser
estritamente utilizado para ajudar os prejudicados pela pandemia.
Critica pronunciamento da presidente Jair Bolsonaro sobre a pandemia.",19,2020-03-25 14:00:00
000002406,44669,DEPUTADO CARLOS PIMENTA,7758,2020-03-25 14:00:00,"Comenta que é dever dos governos federal e estadual voltar as suas ações
para, pelo menos, a manutenção mínima da economia, durante a pandemia
causada pelo agente coronavírus - Covid-19. Solicita ao governo do
Estado o fortalecimento dos hospitais, sobretudo na Região Norte.",19,2020-03-25 14:00:00
000002407,44670,DEPUTADO NORALDINO JÚNIOR,22521,2020-03-25 14:00:00,"Critica aumento de preços de alguns produtos por distribuidores e
comerciantes, que estariam aproveitando a pandemia causada pelo agente
coronavírus - Covid-19 - para obter lucros. Denuncia que fornecedores
que ganharam licitações estão deixando de fornecer para o setor público
para fornecer a distribuidoras que estariam pagando mais caro.",19,2020-03-25 14:00:00
000002408,44671,DEPUTADO BETÃO,26145,2020-03-25 14:00:00,"Declara ter votado favoravelmente ao projeto de resolução que reconhece
o estado de calamidade pública decorrente da pandemia causada pelo
agente coronavírus - Covid-19. Critica pronunciamento da presidente Jair
Bolsonaro sobre a pandemia, ressaltando que o presidente governa para os
grandes empresários e banqueiros. Destaca ser necessário taxar as
grandes fortunas.",19,2020-03-25 14:00:00
000002409,44672,DEPUTADO PROFESSOR WENDEL MESQUITA,17872,2020-03-25 14:00:00,"Parabeniza a todos os envolvidos na construção e aprovação do projeto de
resolução que reconhece o estado de calamidade pública decorrente da
pandemia causada pelo agente coronavírus - Covid-19. Destaca ser
necessário colocar todos os esforços na área da saúde.",19,2020-03-25 14:00:00
000002410,44673,DEPUTADA ANDRÉIA DE JESUS,26143,2020-03-25 14:00:00,"Declara ter votado favoravelmente ao projeto de resolução que reconhece
o estado de calamidade pública decorrente da pandemia causada pelo
agente coronavírus - Covid-19. Parabeniza a agilidade da Assembleia
Legislativa na votação do projeto, ressaltando que a gestão de poder da
crise não pode ficar concentrada apenas no Poder Executivo. Solicita ao
governador Romeu Zema o pagamento do mínimo constitucional da saúde e do
13º salário dos servidores da saúde. Comenta ações que considera
necessária para enfrentar a pandemia, como um programa de renda mínima.",19,2020-03-25 14:00:00
