numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao
000002901,44030,DEPUTADO ANTONIO CARLOS ARANTES,7327,2019-12-10 14:00:00,"Pesar pelo falecimento do atual prefeito do Município de Carmo da
Cachoeira, Godofredo José Caldeira Reis.",19,2019-12-10 14:00:00
000002902,44031,DEPUTADO SARGENTO RODRIGUES,9673,2019-12-10 14:00:00,"Lê moção de repúdio às procuradoras do Ministério Público de Contas do
Estado de Minas Gerais - MPC-MG - Maria Cecília Borges e Sara Meinberg
Duarte, pela formulação de pedido cautelar para suspender a antecipação
dos recebíveis do nióbio, referente à aprovação de projeto de lei que
que dispõe sobre a cessão de direitos creditórios de titularidade do
Estado relacionados com a Companhia de Desenvolvimento Econômico de
Minas Gerais - Codemig. Informa que foi indeferido o pedido de cautelar
pelo relator, o conselheiro Doutor Viana.",19,2019-12-10 14:00:00
000002903,44032,DEPUTADO DALMO RIBEIRO SILVA,9655,2019-12-10 14:00:00,"Parabeniza os conselhos profissionais reunidos na Praça da Assembleia
Legislativa em manifestação contra a PEC nº 108, em tramitação na Câmara
dos Deputados, que dispõe sobre a natureza jurídica dos conselhos
profissionais.",19,2019-12-10 14:00:00
000002904,44033,DEPUTADO CORONEL SANDRO,26163,2019-12-10 14:00:00,"Critica formulação de pedido cautelar junto ao Ministério Público de
Contas do Estado de Minas Gerais - MPC-MG - para suspender a antecipação
dos recebíveis do nióbio, referente à aprovação de projeto de lei que
que dispõe sobre a cessão de direitos creditórios de titularidade do
Estado relacionados com a Companhia de Desenvolvimento Econômico de
Minas Gerais - Codemig.",19,2019-12-10 14:00:00
000002905,44034,DEPUTADO HELY TARQÜÍNIO,5905,2019-12-10 14:00:00,"Declara voto favorável ao projeto de lei que institui o Selo Fiscal de
Controle, obriga sua afixação em vasilhames de vinte litros
acondicionadores de água mineral natural e água adicionada de sais e dá
outras providências, na forma do Substitutivo nº 1.",19,2019-12-10 14:00:00
000002906,44035,DEPUTADA ANDRÉIA DE JESUS,26143,2019-12-10 14:00:00,"Declara voto favorável a projeto de lei que assegura a publicização e o
acesso a dados relativos à condição da mulher no Estado e dá outras
providências.",19,2019-12-10 14:00:00
000002907,44036,DEPUTADO DUARTE BECHIR,17919,2019-12-10 14:00:00,"Declara voto favorável ao projeto de lei que autoriza o Poder Executivo
a doar à Associação Comunitária dos Agricultores Familiares da Pedra
Branca o imóvel que especifica.",19,2019-12-10 14:00:00
000002908,44037,DEPUTADO DUARTE BECHIR,17919,2019-12-10 14:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
declara patrimônio cultural do Estado o modo de fazer pijama do
Município de Borda da Mata.",19,2019-12-10 14:00:00
000002909,44038,DEPUTADO JOÃO VÍTOR XAVIER,18858,2019-12-10 14:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
declara patrimônio cultural do Estado o modo de fazer pijama do
Município de Borda da Mata.",19,2019-12-10 14:00:00
000002910,44039,DEPUTADA BEATRIZ CERQUEIRA,26098,2019-12-10 14:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
declara patrimônio cultural do Estado o modo de fazer pijama do
Município de Borda da Mata.",19,2019-12-10 14:00:00
000002911,44040,DEPUTADA MARÍLIA CAMPOS,12213,2019-12-10 14:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
declara patrimônio cultural do Estado o modo de fazer pijama do
Município de Borda da Mata.",19,2019-12-10 14:00:00
000002912,44041,DEPUTADO LEONÍDIO BOUÇAS,7769,2019-12-10 14:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
declara patrimônio cultural do Estado o modo de fazer pijama do
Município de Borda da Mata.",19,2019-12-10 14:00:00
000002913,44042,DEPUTADO RAUL BELÉM,26114,2019-12-10 14:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
declara patrimônio cultural do Estado o modo de fazer pijama do
Município de Borda da Mata.",19,2019-12-10 14:00:00
000002914,44043,DEPUTADO ROBERTO ANDRADE,22607,2019-12-10 14:00:00,"Declara voto favorável ao projeto de lei que confere ao Município de
Lagoa Dourada o título de Capital Estadual do Rocambole e dá outras
providências.",19,2019-12-10 14:00:00
000002915,44044,DEPUTADO JOÃO MAGALHÃES,22561,2019-12-10 14:00:00,"Declara voto favorável ao projeto de lei que confere ao Município de
Lagoa Dourada o título de Capital Estadual do Rocambole e dá outras
providências.",19,2019-12-10 14:00:00
