numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao
000000499,46587,DEPUTADO GUILHERME DA CUNHA,26134,2021-07-12 10:00:00,"Declara posição contrária ao projeto de resolução que susta os efeitos
do decreto que disciplina a autorização para prestação de serviço de
transporte de passageiro, não aberto ao público, caracterizado como
fretamento contínuo ou eventual.",19,2021-07-12 10:00:00
000000513,46566,DEPUTADO DELEGADO HELI GRILO,26150,2021-07-07 14:00:00,"Lamenta a dificuldade para agendar reuniões com as Secretarias de Estado
de Educação - SES -  e de Planejamento e Gestão - Seplag. Defende que
parte dos recursos do acordo firmado entre o Executivo e a Vale, em
razão dos danos causados pelo rompimento da barragem da mineradora no
Município de Brumadinho, devem ir diretamente para os municípios.",19,2021-07-07 14:00:00
000000514,46575,DEPUTADO CARLOS PIMENTA,7758,2021-07-07 14:00:00,"Comemora o resultado de audiência com o secretário de Estado de Saúde,
Fábio Baccheretti, na qual foi discutida a instalação de um centro de
terapia intensiva - CTI - pediátrico e de um novo centro obstétrico na
Santa Casa do Município de Montes Claros. Critica a prestação de
serviços aéreos nesse município, pelas empresas Gol e Azul.",19,2021-07-07 14:00:00
000000502,46563,DEPUTADO ANDRÉ QUINTÃO,12195,2021-07-07 10:00:00,"Critica declarações do governador Romeu Zema, que fez críticas
generalizadas à Assembleia Legislativa, ao comentar o panorama de
distribuição de energia elétrica no Estado.",19,2021-07-07 10:00:00
000000503,46564,DEPUTADO GUSTAVO VALADARES,12202,2021-07-07 10:00:00,"Pede desculpas aos deputados, como líder do governo, por declarações do
governador Romeu Zema, em que fez críticas generalizadas à Assembleia
Legislativa.",19,2021-07-07 10:00:00
000000504,46565,DEPUTADO CÁSSIO SOARES,18848,2021-07-07 10:00:00,"Critica declarações do governador Romeu Zema, em que fez críticas
generalizadas à Assembleia Legislativa. Critica o anúncio, pelo
governador, de investimentos no Estado ainda longe de se concretizarem
e, paralelamente, a queda de investimentos na saúde em plena pandemia da
Covid-19.",19,2021-07-07 10:00:00
000000505,46567,DEPUTADO GUILHERME DA CUNHA,26134,2021-07-07 10:00:00,"Declara posição favorável às emendas que receberam parecer pela rejeição
ao projeto de lei complementar que altera dispositivos da lei
complementar que dispõe sobre a organização do Ministério Público do
Estado, e dá outras providências.",19,2021-07-07 10:00:00
000000506,46568,DEPUTADO SARGENTO RODRIGUES,9673,2021-07-07 10:00:00,"Informa que retirou emenda ao projeto de lei complementar que altera a
lei complementar que institui o Regime de Previdência Complementar para
os servidores públicos titulares de cargos efetivos dos Poderes do
Estado e membros de Poderes, do Ministério Público, do Tribunal de
Contas e da Defensoria Pública do Estado de Minas Gerais, fixa o limite
máximo para a concessão de aposentadorias e pensões de que trata o art.
40 da Constituição da República, autoriza a criação de entidade fechada
de previdência complementar, na forma de fundação, e dá outras
providências. Informa que a emenda estende o prazo da opção pela
migração do servidor para o Regime de Previdência Complementar de 30
para 90 dias após a data de publicação da nova lei, e que irá
reapresentá-la. Critica a Emenda nº 3 ao projeto de lei complementar que
altera dispositivos da lei complementar que dispõe sobre a organização
do Ministério Público do Estado, e dá outras providências.",19,2021-07-07 10:00:00
000000507,46569,DEPUTADO HELY TARQÜÍNIO,5905,2021-07-07 10:00:00,"Informa sobre emenda ao projeto de lei que altera a lei complementar que
institui o Regime de Previdência Complementar para os servidores
públicos titulares de cargos efetivos dos Poderes do Estado e membros de
Poderes, do Ministério Público, do Tribunal de Contas e da Defensoria
Pública do Estado de Minas Gerais, fixa o limite máximo para a concessão
de aposentadorias e pensões de que trata o art. 40 da Constituição da
República, autoriza a criação de entidade fechada de previdência
complementar, na forma de fundação, e dá outras providências.",19,2021-07-07 10:00:00
000000508,46570,DEPUTADO DUARTE BECHIR,17919,2021-07-07 10:00:00,"Declara posição favorável ao projeto de lei que altera a lei
complementar que institui o Regime de Previdência Complementar para os
servidores públicos titulares de cargos efetivos dos Poderes do Estado e
membros de Poderes, do Ministério Público, do Tribunal de Contas e da
Defensoria Pública do Estado de Minas Gerais, fixa o limite máximo para
a concessão de aposentadorias e pensões de que trata o art. 40 da
Constituição da República, autoriza a criação de entidade fechada de
previdência complementar, na forma de fundação, e dá outras
providências. Informa que as emendas serão discutidas no 2º turno.",19,2021-07-07 10:00:00
