numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao
000004001,43109,DEPUTADA ANDRÉIA DE JESUS,26143,2019-06-05 10:00:00,"Declara posição favorável ao projeto de lei que cria a Política de Saúde
da Mulher Detenta.",19,2019-06-05 10:00:00
000004002,43110,DEPUTADO ELISMAR PRADO,18852,2019-06-05 10:00:00,"Apresenta esclarecimentos sobre o projeto de lei que estabelece normas
para concurso público a ser realizado no âmbito das administrações
direta e indireta do Estado e revoga a lei que estabelece norma para
concurso público promovido pelo Estado.",19,2019-06-05 10:00:00
000004003,43111,DEPUTADO DOUTOR WILSON BATISTA,18850,2019-06-05 10:00:00,"Defende o projeto de lei que assegura às mulheres com elevado risco de
desenvolver câncer de mama o acesso ao teste de mapeamento genético pelo
Sistema Único de Saúde no âmbito do Estado.",19,2019-06-05 10:00:00
000004004,43112,DEPUTADO CHARLES SANTOS,26062,2019-06-05 10:00:00,"Agradece aos parlamentares que acompanharam o projeto de lei que
institui o cadastro de fornecedores impedidos de licitar e contratar com
a administração pública estadual.",19,2019-06-05 10:00:00
000004005,43113,DEPUTADO ELISMAR PRADO,18852,2019-06-05 10:00:00,"Comemora a aprovação, em 1º turno, do projeto de lei que assegura às
mulheres com elevado risco de desenvolver câncer de mama o acesso ao
teste de mapeamento genético pelo Sistema Único de Saúde no âmbito do
Estado.",19,2019-06-05 10:00:00
000004006,43114,DEPUTADO AGOSTINHO PATRUS,15245,2019-06-05 10:00:00,"Registra a presença dos ex-deputados Márcio Cunha e Antônio Júlio e de
alunos da Escola Tiradentes do Município de Conselheiro Pena.",19,2019-06-05 10:00:00
000004007,43079,DEPUTADO DUARTE BECHIR,17919,2019-06-04 14:00:00,"Comenta casos de morte por gripe H1N1 no Município de Campo Belo e
agradece o governo do Estado por enviar vacinas ao município.",19,2019-06-04 14:00:00
000004008,43080,DEPUTADO ANTONIO CARLOS ARANTES,7327,2019-06-04 14:00:00,"Designa os membros das comissões permanentes que participarão das
reuniões conjuntas destinadas à apreciação dos projetos de lei do Plano
Plurianual, do Plano Mineiro de Desenvolvimento Integrado, de Diretrizes
Orçamentárias, do Orçamento Anual e de Crédito Adicional.",19,2019-06-04 14:00:00
000004009,43081,DEPUTADO CORONEL SANDRO,26163,2019-06-04 14:00:00,"Comenta notícia sobre tráfico de drogas que estaria acontecendo dentro
da Universidade Federal de Minas Gerais - UFMG.",19,2019-06-04 14:00:00
000004010,43082,DEPUTADO MAURO TRAMONTE,26111,2019-06-04 14:00:00,"Solicita satisfação da Universidade Federal de Minas Gerais - UFMG -
sobre tráfico de drogas que estaria acontecendo dentro da universidade.
Informa que apresentou requerimento solicitando à Companhia de
Desenvolvimento de Minas Gerais – Codemge – a manutenção do programa Voe
Minas.",19,2019-06-04 14:00:00
000004011,43083,DEPUTADO CLEITINHO AZEVEDO,26101,2019-06-04 14:00:00,"Comenta que o apoio de todos os deputados ao Município de Divinópolis é
bem-vindo, por ocasião do aniversário da cidade. Critica o alto custo
dos três Poderes, ressaltando a necessidade de uma reforma política.",19,2019-06-04 14:00:00
000004012,43084,DEPUTADA BEATRIZ CERQUEIRA,26098,2019-06-04 14:00:00,"Critica a permanente tentativa de desqualificação da educação pública,
ressaltando que é preciso ter cuidado com generalizações, por não
corresponderem à complexidade da questão. Agradece aos que estiveram
presentes em manifestação contra a diminuição de verbas para o ensino
federal.",19,2019-06-04 14:00:00
000004013,43085,DEPUTADO DOUTOR JEAN FREIRE,22581,2019-06-04 14:00:00,"Defende a educação pública, destacando trabalhos realizados dentro de
universidades públicas.",19,2019-06-04 14:00:00
000004014,43086,DEPUTADO BRUNO ENGLER,26148,2019-06-04 14:00:00,"Comenta que alguns alunos teriam sido coagidos a participar de
manifestação contra o contingenciamento de verbas para a educação
federal. Comenta notícia sobre tráfico de drogas que estaria acontecendo
dentro da Universidade Federal de Minas Gerais - UFMG - e solicita
posicionamento da universidade em relação ao assunto.",19,2019-06-04 14:00:00
000004015,43087,DEPUTADO ANTONIO CARLOS ARANTES,7327,2019-06-04 14:00:00,"Elogia o governador Romeu Zema pela escolha de Marco Aurélio de Barcelos
Silva para o cargo de secretário de Estado de Transportes e Obra
Públicas, ao tratar da necessidade de obras na Rodovia MG-050, e de
Wagner Pinto para o cargo de chefe da Polícia Civil de Minas Gerais -
PCMG. Elogia a criação de delegacia especializada em roubo no campo.
Solicita apoio do Estado aos produtores de café, que estão se
endividando em decorrência da crise no setor. Comemora a premiação de
queijos mineiros em concurso mundial realizado na França.",19,2019-06-04 14:00:00
000004016,43088,DEPUTADO GUILHERME DA CUNHA,26134,2019-06-04 14:00:00,"Convida para o lançamento da Frente Parlamentar pela Desburocratização.
Elogia a implantação do projeto Mãos à Obra pela Secretaria de Estado de
Educação. Lamenta, no entanto, que esse programa estaria ameaçado pela
ação judicial que tenta obrigar o Estado a recompor, imediatamente, a
totalidade das vagas de ensino em tempo integral. Contesta críticas à
retirada dos vigilantes das escolas, negando que isso traga risco para
os alunos, tendo em vista que o contrato era apenas para proteção
patrimonial.",19,2019-06-04 14:00:00
