numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao
000002301,44811,DEPUTADO AGOSTINHO PATRUS,15245,2020-04-14 14:00:00,"Presta esclarecimentos sobre o reconhecimento de estado calamidade
pública de municípios pela Assembleia Legislativa.",19,2020-04-14 14:00:00
000002302,44812,DEPUTADO ELISMAR PRADO,18852,2020-04-14 14:00:00,"Comenta o reconhecimento do estado de calamidade pública de municípios
mineiros em decorrência da pandemia de Covid-19, causada pelo
coronavírus. Informa que recebeu inúmeras críticas de que os gestores
municipais receberiam um ""cheque em branco"", ressaltando que é momento
de salvar vidas e confiar na boa-fé desses gestores. Sugere crivo das
câmaras municipais sobre os decretos de calamidade que são pedidos pelos
prefeitos.",19,2020-04-14 14:00:00
000002303,44813,DEPUTADO BRUNO ENGLER,26148,2020-04-14 14:00:00,"Informa que os decretos de reconhecimento de estado de calamidade
pública em municípios em decorrência da pandemia de Covid-19, causada
pelo coronavírus, são necessários para que o prefeito fique desobrigado
de cumprir alguns termos da Lei de Responsabilidade Fiscal, para
facilitar investimentos em saúde e o ajuste das contas públicas neste
momento de dificuldade. Ressalta que esses decretos não abrem
prerrogativas para prefeitos tomarem atitudes arbitrárias, sem base
jurídica.",19,2020-04-14 14:00:00
000002304,44814,DEPUTADA CELISE LAVIOLA,2267,2020-04-14 14:00:00,"Elogia a aprovação dos projetos de resolução que reconhecem o estado de
calamidade pública nos Município de Lavras, Juiz de Fora e Timóteo, em
decorrência da pandemia de Covid-19, causada pelo coronavírus. Ressalta
que medidas preventivas são muito importantes no combate à pandemia, e
que o uso de máscara deveria ser adotado pelo governo do Estado. Elogia
a aprovação do projeto de lei que autoriza a abertura de crédito
suplementar ao Orçamento Fiscal do Estado em favor do Fundo Estadual de
Proteção e Defesa do Consumidor e do Fundo Especial do Ministério
Público do Estado de Minas Gerais - MPMG -, destacando que o projeto
amplia o orçamento do Estado para viabilizar o pagamento de benefício às
famílias de estudantes que ficaram sem a merenda escolar.",19,2020-04-14 14:00:00
000002305,44815,DEPUTADO DOUTOR JEAN FREIRE,22581,2020-04-14 14:00:00,"Elogia os servidores da Assembleia Legislativa pelo novo sistema de
votação remota. Informa que apresentou requerimento solicitando seja
encaminhado ao governador do Estado pedido de providências para análise
da proposta da Sra. Denise Vilane de Carvalho, médica, de cessão, sem
ônus, de imóvel de sua propriedade para que nele seja implantado um
hospital de campanha para atendimento a pacientes diagnosticados com o
novo coronavírus - Covid-19. Informa empenho para um convênio com a
Universidade Federal dos Vales do Jequitinhonha e Mucuri - UFVJM -, para
disponibilização de um laboratório para dar cobertura à região.
Parabeniza prefeitos que têm tido a coragem de enfrentar determinadas
corporações neste momento. Solicita abono salarial a todos os
profissionais da saúde que atuam na linha de frente contra a pandemia da
Covid-19, causada pelo coronavírus.",19,2020-04-14 14:00:00
000002306,44816,DEPUTADO BARTÔ,26144,2020-04-14 14:00:00,"Elogia os servidores da Assembleia Legislativa pelo novo sistema de
votação remota. Manifesta preocupação com o prazo dos projetos que
reconhecem o estado de calamidade pública em municípios mineiros em
decorrência da pandemia de Covid-19, causada pelo coronavírus. Ressalta
que a calamidade pode gerar um certo descontrole fiscal, e que a
fiscalização dos gastos pelos legislativos municipais será muito
importante. Critica a Organização Mundial da Saúde - OMS -, que, segundo
documentário apresentado pela agência de notícias Sputnik, teria sido
negligente no começo da crise. Ressalta que o isolamento social é
necessário, mas é preciso que os governos discutam como sair do
isolamento.",19,2020-04-14 14:00:00
000002307,44817,DEPUTADO ALENCAR DA SILVEIRA JR.,7752,2020-04-14 14:00:00,"Solicita à Confederação Brasileira de Futebol - CBF - auxílio aos clubes
de futebol. Comenta liberação de recursos de bancos privados para a
União. Solicita seja colocado em pauta projeto de lei de sua autoria que
dispõe sobre a obrigatoriedade do fornecimento de Equipamentos de
Proteção Individual - EPIs - para os trabalhadores no Estado de Minas
Gerais durante a pandemia provocada pelo novo coronavírus - Covid-19.
Parabeniza o prefeito de Belo Horizonte, Alexandre Kalil, pelo combate à
Covid-19. Comenta a necessidade de a Assembleia Legislativa fiscalizar
as compras feitas pelo governo do Estado.",19,2020-04-14 14:00:00
000002308,44818,DEPUTADO DOUGLAS MELO,22531,2020-04-14 14:00:00,"Defende que o hospital regional do Município de Sete Lagoas receba
recursos de uma negociação do governo com a empresa Vale, relativos à
indenização pela tragédia do rompimento de barragem de rejeitos da
mineradora. Comenta, como relator, a importância do projeto de lei que
autoriza a abertura de crédito suplementar ao Orçamento Fiscal do Estado
em favor do Fundo Estadual de Proteção e Defesa do Consumidor e do Fundo
Especial do Ministério Público do Estado de Minas Gerais - MPMG. Elogia
os servidores da Assembleia Legislativa pelo novo sistema de votação
remota.",19,2020-04-14 14:00:00
000002309,44819,DEPUTADO DOUTOR PAULO,26152,2020-04-14 14:00:00,"Elogia os servidores da Assembleia Legislativa pelo novo sistema de
votação remota. Solicita ampliação do decreto que fixa valores da
remuneração de médicos contratados temporariamente e da Gratificação
Temporária de Emergência em Saúde Pública – Gtesp – para que a
gratificação seja estendida a todos os profissionais da saúde que atuam
na linha de frente contra a pandemia da Covid-19, causada pelo
coronavírus. Informa que apresentou requerimento solicitando seja
encaminhado ao governador do Estado pedido de providências para que seja
substituído o adicional de insalubridade pelo adicional de
periculosidade para os servidores públicos e profissionais contratados
pelo governo do Estado, os quais atuem na área da saúde, por exercerem
atividades com risco de vida no combate à pandemia, enquanto durar o
cenário de calamidade pública.",19,2020-04-14 14:00:00
000002310,44788,DEPUTADO AGOSTINHO PATRUS,15245,2020-04-08 13:00:00,Registra e agradece a presença (remota) de deputados.,19,2020-04-08 13:00:00
