numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao
000000393,46698,DEPUTADO ALENCAR DA SILVEIRA JR.,7752,2021-08-11 10:00:00,"Apresenta esclarecimentos sobre o projeto de lei de sua autoria que
dispõe sobre a prestação de serviço fretado de transporte rodoviário
intermunicipal e metropolitano de pessoas, solicitando apoio dos
deputados ao projeto.",19,2021-08-11 10:00:00
000000394,46699,DEPUTADO GUILHERME DA CUNHA,26134,2021-08-11 10:00:00,"Declara posição contrária ao projeto de lei que dispõe sobre a prestação
de serviço fretado de transporte rodoviário intermunicipal e
metropolitano de pessoas.",19,2021-08-11 10:00:00
000000395,46700,DEPUTADO CRISTIANO SILVEIRA,22523,2021-08-11 10:00:00,"Declara posição favorável ao projeto de lei que dispõe sobre a prestação
de serviço fretado de transporte rodoviário intermunicipal e
metropolitano de pessoas.",19,2021-08-11 10:00:00
000000396,46701,DEPUTADA LAURA SERRANO,26165,2021-08-11 10:00:00,"Defende a realização de audiência pública para discutir com a população
o projeto de lei que dispõe sobre a prestação de serviço fretado de
transporte rodoviário intermunicipal e metropolitano de pessoas.",19,2021-08-11 10:00:00
000000397,46702,DEPUTADO BOSCO,18857,2021-08-11 10:00:00,"Informa sobre emendas de sua autoria ao projeto de lei que dispõe sobre
a prestação de serviço fretado de transporte rodoviário intermunicipal e
metropolitano de pessoas.",19,2021-08-11 10:00:00
000000398,46703,DEPUTADO BARTÔ,26144,2021-08-11 10:00:00,"Declara posição contrária ao projeto de lei que dispõe sobre a prestação
de serviço fretado de transporte rodoviário intermunicipal e
metropolitano de pessoas.",19,2021-08-11 10:00:00
000000399,46704,DEPUTADO ARNALDO SILVA,22514,2021-08-11 10:00:00,"Solicita apoio ao projeto de lei de sua autoria que disciplina os
requisitos a serem observados pelo Estado para o recebimento de
servidores públicos cedidos voluntariamente por outros entes da
federação.",19,2021-08-11 10:00:00
000000408,46692,DEPUTADA ANA PAULA SIQUEIRA,19150,2021-08-10 14:00:00,"Apresenta um balanço do debate público “15 anos da Lei Maria da Penha:
avanços e desafios para assegurar a mulheres e meninas o direito a uma
vida sem violência”, realizado pela Comissão de Defesa dos Direitos da
Mulher. Comenta as condições de vários reservatórios mineiros e o risco
iminente de racionamento de água. Defende que é preciso agir rapidamente
para garantir segurança hídrica para esta e para as futuras gerações,
solicitando a aprovação do projeto de lei que expande a área da Estação
Ecológica de Fechos. Manifesta preocupação com o Estado Democrático de
Direito no Brasil, ao comentar atitudes do presidente Jair Bolsonaro.",19,2021-08-10 14:00:00
000000409,46693,DEPUTADA ANDRÉIA DE JESUS,26143,2021-08-10 14:00:00,"Informa que a Comissão de Direitos Humanos tem recebido inúmeras
denúncias de violência policial na periferia. Ressalta que políticas
genocidas e repressão, como resposta para a pobreza, nunca faltam,
lamentando a carência de políticas de assistência social. Denuncia que o
governo do Estado não deu prioridade à vacinação contra a Covid-19 de
pessoas privadas de liberdade, conforme previsto no Plano Nacional de
Vacinação e na legislação estadual. Informa sobre sua participação em
audiência realizada por tribunal para tratar sobre a posse das terras
onde está situado o Quilombo da Lapinha, do Município de Matias Cardoso.
Defende uma política de atenção à saúde mental dos agentes de segurança
pública.",19,2021-08-10 14:00:00
000000410,46694,DEPUTADO SARGENTO RODRIGUES,9673,2021-08-10 14:00:00,"Contesta pronunciamento da deputada Andréia de Jesus, em que foi
criticada a atuação das forças de segurança de Minas Gerais na periferia
e a política de segurança estadual. Comenta que genocidas seriam os
governos de esquerda, os quais considera responsáveis pelas atuais
falhas nas políticas assistenciais. Solicita esclarecimentos à deputada
sobre as acusações feitas. Questiona a prioridade da vacinação contra a
Covid-19 de pessoas privadas de liberdade.",19,2021-08-10 14:00:00
000000411,46695,DEPUTADO DOUTOR JEAN FREIRE,22581,2021-08-10 14:00:00,"Solicita apoio ao projeto de lei de sua autoria que dispõe sobre a
implantação de sistema de vídeo e áudio nas viaturas e uniformes
policiais na forma que menciona. Contesta pronunciamento do deputado
Sargento Rodrigues, que rotulou governos de esquerda do passado de
genocidas. Comenta que genocídio são mortes em larga escala, como o que
está acontecendo no País, que já tem mais de 560 mil mortos pela Covid-
19, destacando atos do governo Bolsonaro que teriam contribuído para o
número de mortos. Critica as péssimas condições de várias rodovias que
atendem o Vale do Jequitinhonha, como a BR-367 e a MG-211, ressaltando
que, quando foi aprovado o projeto que distribuiu recursos da Vale aos
municípios, foi anunciado que as obras nas rodovias seriam retomadas,
mas até agora, nada mudou.",19,2021-08-10 14:00:00
000000412,46696,DEPUTADO BARTÔ,26144,2021-08-10 14:00:00,"Contesta pronunciamento da deputada Andréia de Jesus, em que foi
criticada a atuação das forças de segurança de Minas Gerais na
periferia. Elogia a Polícia Militar do Estado de Minas gerais - PMMG.",19,2021-08-10 14:00:00
