numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao,evento
000001567,45463,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-17 14:00:00,"Informa que solicitou destaque da Emenda nº 5 ao projeto de lei que
dispõe sobre as diretrizes para a elaboração e a execução da lei
orçamentária para o exercício de 2021. Ressalta que se trata de uma
emenda que diz respeito à dotação orçamentária prevista para o Instituto
de Previdência dos
Servidores Militares do Estado de Minas Gerais - IPSM
-, solicitando a sua aprovação.",19,2020-07-17 14:00:00,
000001568,45464,DEPUTADO HELY TARQÜÍNIO,5905,2020-07-17 14:00:00,"Apresenta sua visão como relator do projeto de lei que dispõe sobre as
diretrizes para a elaboração e a execução da lei orçamentária para o
exercício de 2021, solicitando a aprovação de seu relatório.",19,2020-07-17 14:00:00,
000001569,45465,DEPUTADO GUSTAVO VALADARES,12202,2020-07-17 14:00:00,"Declara posição favorável ao projeto de lei que dispõe sobre as
diretrizes para a elaboração e a execução da lei orçamentária para o
exercício de 2021, exceto ao destaque.",19,2020-07-17 14:00:00,
000001570,45466,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-17 14:00:00,"Presta esclarecimentos sobre a Emenda nº 5 ao projeto de lei que dispõe
sobre as diretrizes para a elaboração e a execução da lei orçamentária
para o exercício de 2021.",19,2020-07-17 14:00:00,
000001571,45467,DEPUTADO GUSTAVO VALADARES,12202,2020-07-17 14:00:00,"Declara posição contrária à Emenda nº 5 ao projeto de lei que dispõe
sobre as diretrizes para a elaboração e a execução da lei orçamentária
para o exercício de 2021.",19,2020-07-17 14:00:00,
000001572,45468,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-17 14:00:00,"Agradece aos deputados que votaram favoravelmente à Emenda nº 5 ao
projeto de lei que dispõe sobre as diretrizes para a elaboração e a
execução da lei orçamentária para o exercício de 2021.",19,2020-07-17 14:00:00,
000001573,45469,DEPUTADA LAURA SERRANO,26165,2020-07-17 14:00:00,"Comenta a aprovação do projeto de lei que dispõe sobre as diretrizes
para a elaboração e a execução da lei orçamentária para o exercício de
2021, apresentando  alguns números sobre o orçamento do Estado e as
previsões para o próximo ano. Comemora a inclusão no projeto, como
prioridade e meta da administração pública, a universalização do
saneamento básico.",19,2020-07-17 14:00:00,
000001574,45470,DEPUTADO DOUTOR JEAN FREIRE,22581,2020-07-17 14:00:00,"Elogia a realização do seminário sobre a proposta de reforma da
Previdência dos servidores civis do Estado e a aprovação de proposições
relacionadas à pandemia da Covid-19. Elogia o trabalho dos servidores da
Assembleia Legislativa, que tem possibilitado a votação remota de
proposições nesse período.",19,2020-07-17 14:00:00,
000001575,45471,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2020-07-17 14:00:00,"Declara e justifica voto contrário ao projeto de lei que dispõe sobre as
diretrizes para a elaboração e a execução da lei orçamentária para o
exercício de 2021 e à Emenda nº 5.",19,2020-07-17 14:00:00,
000001576,45472,DEPUTADO DALMO RIBEIRO SILVA,9655,2020-07-17 14:00:00,"Saúda o relator do projeto de lei que dispõe sobre as diretrizes para a
elaboração e a execução da lei orçamentária para o exercício de 2021,
deputado Hely Tarqüínio, agradecendo-o por acolher emendas e subemendas
de sua autoria.",19,2020-07-17 14:00:00,
000001577,45473,DEPUTADO BOSCO,18857,2020-07-17 14:00:00,"Saúda o relator do projeto de lei que dispõe sobre as diretrizes para a
elaboração e a execução da lei orçamentária para o exercício de 2021,
deputado Hely Tarqüínio, e os integrantes das comissões que discutiram o
projeto. Elogia o trabalho do presidente da Assembleia Legislativa,
deputado Agostinho Patrus,  no primeiro semestre de 2020, especialmente
em relação à pandemia da Covid-19. Saúda toda a equipe do Parlamento
mineiro, assessores e consultores.",19,2020-07-17 14:00:00,
000001578,45474,DEPUTADO DELEGADO HELI GRILO,26150,2020-07-17 14:00:00,"Lamenta que o projeto de lei de sua autoria que dispõe sobre o Plantão
Digital da Polícia Civil de Minas Gerais - PCMG - ainda não tenha sido
colocado em pauta.",19,2020-07-17 14:00:00,
000001579,45475,DEPUTADO ANDRÉ QUINTÃO,12195,2020-07-17 14:00:00,"Comemora a aprovação de emenda de sua autoria ao projeto de lei que
dispõe sobre as diretrizes para a elaboração e a execução da lei
orçamentária para o exercício de 2021, que trata de uma maior
transparência na aplicação dos recursos do Fundo de Erradicação da
Miséria - FEM.",19,2020-07-17 14:00:00,
000001580,45476,DEPUTADO ARLEN SANTIAGO,9652,2020-07-17 14:00:00,"Declara que votou favoravelmente ao projeto de lei que dispõe sobre as
diretrizes para a elaboração e a execução da lei orçamentária para o
exercício de 2021. Solicita seja colocado em pauta projeto de lei de sua
autoria que autoriza a federalização do trecho da Rodovia BR-135 entre
os Município de Manga, Missões e Itacarambi. Denuncia questões
envolvendo a Companhia Energética de Minas Gerais - Cemig -, como
problemas para ligar grandes plantas de energia solar à rede; e em
ligações de pequenos projetos de energia solar no Projeto Jaíba.",19,2020-07-17 14:00:00,
000001554,45450,DEPUTADO ANDRÉ QUINTÃO,12195,2020-07-17 09:00:00,"Elogia o trabalho da Assembleia Legislativa no primeiro semestre de
2020, destacando o grande número de proposições aprovadas relacionadas à
pandemia da Covid-19. Elogia os seguintes projetos da pauta: projeto de
lei que suspende imediatamente todos os prazos relativos aos concursos
públicos, em razão da pandemia; projeto de lei que propõe a criação de
banco de empregos para mulheres vítimas de violência no Estado; projeto
de lei que trata da possibilidade de o Banco de Desenvolvimento de Minas
Gerais S/A - BDMG - oferecer linhas de crédito em condições especiais,
com exigência de contrapartidas sociais, entre as quais a manutenção dos
empregos, para agentes econômicos impactados pela crise decorrente da
pandemia de Covid-19.",19,2020-07-17 09:00:00,
000001555,45451,DEPUTADA ANA PAULA SIQUEIRA,19150,2020-07-17 09:00:00,"Declara que votou favoravelmente a todos os projetos da pauta. Destaca
projeto de lei de sua autoria que propõe a criação de banco de empregos
para mulheres vítimas de violência no Estado, agradecendo a sua
aprovação.",19,2020-07-17 09:00:00,
000001556,45452,DEPUTADA ANDRÉIA DE JESUS,26143,2020-07-17 09:00:00,"Agradece os votos favoráveis ao projeto de lei que trata da
possibilidade de o Banco de Desenvolvimento de Minas Gerais S/A - BDMG -
oferecer linhas de crédito em condições especiais, com exigência de
contrapartidas sociais, entre as quais a manutenção dos empregos, para
agentes econômicos impactados pela crise decorrente da pandemia de
Covid-19. Elogia o projeto de lei que propõe a criação de banco de
empregos para mulheres vítimas de violência no Estado.",19,2020-07-17 09:00:00,
000001557,45453,DEPUTADA LAURA SERRANO,26165,2020-07-17 09:00:00,"Elogia os projetos da pauta, ressaltando a aprovação do projeto de lei
que dispõe sobre o ensino remoto no Estado durante a pandemia de Covid-
19. Destaca também a aprovação do decreto que mantém, até 31 de dezembro
de 2020, o reconhecimento do estado de calamidade pública decorrente da
pandemia no Estado e prorroga, até a mesma data, o reconhecimento do
estado de calamidade pública nos municípios que especifica.",19,2020-07-17 09:00:00,
000001558,45454,DEPUTADO PROFESSOR WENDEL MESQUITA,17872,2020-07-17 09:00:00,"Elogia a aprovação de projetos relacionados à pandemia da Covid-19,
ressaltando o projeto de lei de sua autoria que suspende imediatamente
todos os prazos relativos aos concursos públicos, em razão da pandemia.
Agradece à Mesa da Assembleia Legislativa a realização do seminário
sobre a proposta de reforma da Previdência dos servidores civis do
Estado.",19,2020-07-17 09:00:00,
000001559,45455,DEPUTADA BEATRIZ CERQUEIRA,26098,2020-07-17 09:00:00,"Elogia a aprovação do projeto de lei que suspende imediatamente todos os
prazos relativos aos concursos públicos, em razão da pandemia da Covid-
19.",19,2020-07-17 09:00:00,
000001560,45456,DEPUTADO CELINHO SINTROCEL,18849,2020-07-17 09:00:00,"Agradece a aprovação do projeto de lei que trata da possibilidade de o
Banco de Desenvolvimento de Minas Gerais S/A - BDMG - oferecer linhas de
crédito em condições especiais, com exigência de contrapartidas sociais,
entre as quais a manutenção dos empregos, para agentes econômicos
impactados pela crise decorrente da pandemia de Covid-19.",19,2020-07-17 09:00:00,
000001561,45457,DEPUTADO DOUTOR JEAN FREIRE,22581,2020-07-17 09:00:00,"Elogia a realização do seminário sobre a proposta de reforma da
Previdência dos servidores civis do Estado e a aprovação de proposições
relacionadas à pandemia da Covid-19. Ressalta os seguintes projetos de
lei: que suspende imediatamente todos os prazos relativos aos concursos
públicos, em razão da pandemia; que propõe a criação de banco de
empregos para mulheres vítimas de violência no Estado; que trata da
possibilidade de o Banco de Desenvolvimento de Minas Gerais S/A - BDMG -
oferecer linhas de crédito em condições especiais, com exigência de
contrapartidas sociais, entre as quais a manutenção dos empregos, para
agentes econômicos impactados pela crise decorrente da pandemia; e que
dispõe sobre o ensino remoto no Estado durante a pandemia.",19,2020-07-17 09:00:00,
000001562,45458,DEPUTADO CARLOS PIMENTA,7758,2020-07-17 09:00:00,"Elogia os projetos da pauta, ressaltando a aprovação do projeto de lei
que suspende imediatamente todos os prazos relativos aos concursos
públicos, em razão da pandemia da Covid-19. Comemora credenciamento de
novos leitos de Centro de Terapia Intensiva - CTI - para o Estado,
ressaltando que a população tem que fazer a sua parte e manter o
isolamento social sempre que possível.",19,2020-07-17 09:00:00,
000001563,45459,DEPUTADO FERNANDO PACHECO,26133,2020-07-17 09:00:00,"Agradece a aprovação do projeto de lei que trata da possibilidade de o
Banco de Desenvolvimento de Minas Gerais S/A - BDMG - oferecer linhas de
crédito em condições especiais, com exigência de contrapartidas sociais,
entre as quais a manutenção dos empregos, para agentes econômicos
impactados pela crise decorrente da pandemia de Covid-19. Defende o
isolamento social ao comentar os altos índices de infectados pela
Covid-19 no Estado e no País.",19,2020-07-17 09:00:00,
000001564,45460,DEPUTADO CHARLES SANTOS,26062,2020-07-17 09:00:00,"Agradece a aprovação de projeto de lei de sua autoria que estabelece
normas para descarte de máscaras e outros equipamentos de proteção
individual - EPls - no âmbito do Estado.",19,2020-07-17 09:00:00,
000001565,45461,DEPUTADO ALENCAR DA SILVEIRA JR.,7752,2020-07-17 09:00:00,"Comemora a aprovação do projeto de lei que trata da possibilidade de o
Banco de Desenvolvimento de Minas Gerais S/A - BDMG - oferecer linhas de
crédito em condições especiais, com exigência de contrapartidas sociais,
entre as quais a manutenção dos empregos, para agentes econômicos
impactados pela crise decorrente da pandemia de Covid-19. Informa que
está elaborando um projeto em relação à linha de crédito para os
motoristas de aplicativos e taxistas, que estão passando dificuldades.
Informa que está tentando entrar em contato com a Secretaria de Estado
da Educação para ajudar os proprietários de escolas de curso livre, que
estão fechando por não ter como funcionar on-line nesse momento de
pandemia. Critica a apreensão de motocicleta de trabalhador por falta de
pagamento do licenciamento.",19,2020-07-17 09:00:00,
000001593,45585,DEPUTADO AGOSTINHO PATRUS,15245,2020-07-16 14:00:00,"Comenta o andamento do presente seminário. Destaca a importância do
servidor público para o funcionamento do Estado. Agradece as
contribuições e sugestões recebidas, que foram reunidas em documento a
ser entregue aos secretários de estado, contendo as propostas
apresentadas durante o evento.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001594,45586,DEPUTADO ZÉ REIS,26139,2020-07-16 14:00:00,Elogia a realização e o resultado do presente seminário.,19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001595,45587,DEPUTADA MARÍLIA CAMPOS,12213,2020-07-16 14:00:00,"Comenta o documento que contém a síntese das propostas apresentadas
durante o presente seminário, ressaltando que a maioria dos
participantes solicitou maiores informações sobre a reforma da
Previdência e a suspensão da tramitação nesse período de pandemia da
Covid-19. Destaca ainda que o governo deveria adiar a discussão sobre a
criação dos fundos previdenciários para quando for debatida
nacionalmente a Lei de Responsabilidade Previdenciária, uma vez que os
assuntos estão interligados e Minas Gerais poderia ficar prejudicada ao
se adiantar.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001596,45588,DEPUTADA LENINHA,26153,2020-07-16 14:00:00,"Solicita ao governo do Estado a devida atenção às sugestões apresentadas
durante o presente seminário. Ressalta que não adianta o debate se o
governo não considerar as questões colocadas e não responder a algumas
que ainda não foram respondidas. Solicita ao governo maior atenção à
pandemia da Covid-19.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001597,45589,DEPUTADA BEATRIZ CERQUEIRA,26098,2020-07-16 14:00:00,"Defende que  a proposta de reforma da Previdência dos servidores civis
do Estado não deveria tramitar nesse momento de pandemia da Covid-19,
destacando a complexidade do tema, que necessita de debates mais
aprofundados com as categorias. Defende o Instituto de Previdência dos
Servidores do Estado de Minas Gerais - Ipsemg, ressaltando que o governo
não apresentou justificativa para o seu desmembramento. Comenta que o
déficit é um processo de narrativa, questionando para onde está indo a
contribuição patronal da Previdência dos servidores efetivos, se não há
fundo de capitalização. Comenta questões relativas às aposentadorias do
magistério e das mulheres, destacando que a única regra nacional que tem
que ser cumprida é a revisão das alíquotas e que o restante constituirá
uma opção política. Solicita ao governo do Estado rever a política
entrega presencial de kits escolares durante a pandemia, que provocará
maior contaminação da comunidade escolar e dos profissionais da
educação.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001598,45590,DEPUTADA LAURA SERRANO,26165,2020-07-16 14:00:00,Elogia a realização e o resultado do presente seminário.,19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001599,45591,DEPUTADO DOUTOR JEAN FREIRE,22581,2020-07-16 14:00:00,"Lamenta a tramitação da proposta de reforma da Previdência dos
servidores civis do Estado durante a pandemia da Covid-19. Comenta a
importância do presente seminário, mas ressalta que não é o suficiente.
Critica pontos da proposta, como o aumento em sete anos na aposentadoria
das mulheres, a pensão por morte, as regras de transição e a alíquota
extraordinária. Solicita foco no combate a à pandemia.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001600,45592,DEPUTADO CARLOS PIMENTA,7758,2020-07-16 14:00:00,Saúda os participantes e elogia a realização do presente seminário.,19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001601,45593,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-16 14:00:00,"Comenta que é necessário debater a proposta de reforma da Previdência
dos servidores civis do Estado, solicitando a suspensão da sua
tramitação enquanto não for possível a efetiva participação popular, em
decorrência da pandemia da Covid-19.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001602,45594,DEPUTADA ANDRÉIA DE JESUS,26143,2020-07-16 14:00:00,"Comenta a importância do presente seminário, mas ressalta que não é o
suficiente. Critica a proposta de reforma da Previdência dos servidores
civis do Estado e a falta de diálogo por parte do governo do Estado.
Destaca que não é momento de discutir a reforma e que é necessário focar
no combate à pandemia da Covid-19.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001603,45595,DEPUTADO BETÃO,26145,2020-07-16 14:00:00,"Critica a tramitação da proposta de reforma da Previdência dos
servidores civis do Estado durante a pandfemia da Covid-19, ressaltando
que os secretários presentes no atual seminário não responderam às
perguntas. Critica o governo do Estado pela entrega presencial de kits
escolares durante a pandemia.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001604,45596,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2020-07-16 14:00:00,"Comenta a proposta de reforma da Previdência dos servidores civis do
Estado, destacando pontos que defende, como a equiparação da
contribuição do inativo com a do ativo e a contribuição até o teto do
regime geral. Ressalta que a transição deve ser feita de forma que o
aumento das alíquotas só aconteça quando os servidores tiverem aumento
salarial. Comenta que é importante a busca de fontes alternativas e
saudáveis de financiamento, sugerindo a cobrança de imposto sobre a
exportação do ouro retirado do Estado.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001605,45597,DEPUTADO CRISTIANO SILVEIRA,22523,2020-07-16 14:00:00,"Comenta que a maioria dos representantes presentes defende a suspensão
da tramitação da proposta de reforma da Previdência dos servidores civis
do Estado enquanto perdurar a pandemia da Covid-19. Ressalta que o
governo deveria buscar alternativas para a sua receita, como o combate à
sonegação de impostos e a revisão de isenções e benefícios fiscais.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001606,45598,DEPUTADA CELISE LAVIOLA,2267,2020-07-16 14:00:00,"Comenta que a participação virtual no seminário não é a ideal, mas foi a
possível nesse momento, devido à pandemia da Covid-19. Defende que a
reforma da Previdência dos servidores civis do Estado é necessária e que
é papel da Assembleia Legislativa aprimorar o texto da proposta.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001607,45599,DEPUTADO RAUL BELÉM,26114,2020-07-16 14:00:00,"Elogia a realização do presente seminário. Ressalta que a necessidade de
uma reforma da Previdência não é exclusividade do Estado de Minas Gerais
e que a Assembleia Legislativa está cumprindo seu papel ao debater a
proposta a fim de aperfeiçoá-la.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001608,45600,DEPUTADO CARLOS PIMENTA,7758,2020-07-16 14:00:00,"Comenta que as contribuições apresentadas durante o presente seminário e
as comissões da Assembleia Legislativa aperfeiçoarão a proposta de
reforma da Previdência dos servidores civis do Estado, de uma maneira
que não penalize os servidores. Solicita ao governo do Estado a
valorização dos trabalhadores da área da saúde. Comenta que o Parlamento
mineiro tem a obrigação de ajudar na recuperação do Estado no momento
pós-pandemia, destacando que a região Norte talvez tenha um grande
potencial que nunca foi explorado.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001609,45601,OTTO ALEXANDRE LEVY REIS,,2020-07-16 14:00:00,"Elogia a Assembleia Legislativa pela iniciativa de realizar o presente
seminário. Comenta que a situação financeira do Estado é dramática e
apresenta dados sobre as despesas de pessoal, defendendo que a reforma
da Previdência dos servidores civis do Estado seria parte da solução do
problema. informa que o governo analisará o documento que contém as
propostas apresentadas  e está aberto a discussões.",19,2020-07-16 14:00:00,Seminário Reforma da Previdência de Minas Gerais
000001610,45602,IGOR MASCARENHAS ETO,,2020-07-16 14:00:00,"Elogia a Assembleia Legislativa pela iniciativa de realizar o presente
seminário. Comenta o grande número de propostas constantes no documento
final, destacando que o debate ainda está aberto. Defende que a reforma
da Previdência dos servidores civis do Estado é necessaria para garantir
a sustentabilidade do sistema previdenciário.",19,2020-07-16 14:00:00,
000001581,45544,DEPUTADO FERNANDO PACHECO,26133,2020-07-16 10:00:00,"Solicita a aprovação do projeto de lei que trata da possibilidade de o
Banco de Desenvolvimento de Minas Gerais S/A - BDMG - oferecer linhas de
crédito em condições especiais, com exigência de contrapartidas sociais,
entre as quais a manutenção dos empregos, para agentes econômicos
impactados pela crise decorrente da pandemia de Covid-19. Lamenta o alto
número de contaminados e mortos pelo coronavírus no Estado e a situação
crítica dos hospitais com a ocupação quase total de leitos, sobretudo na
região na Zona da Mata. Solicita à população que continue a tomar as
medidas preventivas recomendadas.",19,2020-07-16 10:00:00,
000001582,45545,DEPUTADO ANTONIO CARLOS ARANTES,7327,2020-07-16 10:00:00,"Defende ser fundamental que se aprecie a proposta de reforma da
Previdência dos servidores civis do Estado, pois é preciso equilibrar as
contas públicas. Ressalta a necessidade de se estudar uma forma de
minimizar o impacto para aqueles que já estão perto de se aposentarem.",19,2020-07-16 10:00:00,
