numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao,evento
000001511,45568,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2020-08-12 14:00:00,"Transcurso do Dia Internacional de Luta contra a Violência no Campo.
Apresenta apelo para que seja revista a reintegração de posse da fazenda
Ariadnópolis, no Município de Campo do Meio, onde reside o Quilombo de
Campo Grande. Comenta ser a favor de muitos pontos da reforma da
Previdência dos servidores civis do Estado, mas ressalta a necessidade
de outras iniciativas que não sejam apenas focadas no corte de despesas
de pessoal para o reequilíbrio fiscal e a retomada da economia mineira.
Sugrere medidas como a taxação de fortunas, das empresas de comunicação
virtual e da exportação de ouro.",19,2020-08-12 14:00:00,
000001512,45569,DEPUTADO BETÃO,26145,2020-08-12 14:00:00,"Transcurso do Dia Nacional dos Direitos Humanos. Apresenta apelo para
que seja revista a reintegração de posse da fazenda Ariadnópolis, no
Município de Campo do Meio, onde reside o Quilombo de Campo Grande.
Comenta o alto número de casos e de mortes por Covid-19 no Estado.
Convida para audiência pública a ser realizada pela Comissão do
Trabalho, da Previdência e da Assistência Social, para discutir a
proposta de reforma da Previdência dos servidores civis do Estado.",19,2020-08-12 14:00:00,
000001513,45570,DEPUTADA ANDRÉIA DE JESUS,26143,2020-08-12 14:00:00,"Defende que  a proposta de reforma da Previdência dos servidores civis
do Estado não deveria tramitar nesse momento de pandemia da Covid-19.
Ressalta o grande número de mortes para além da pandemia, que atinge
principalmente os negros e pobres das periferias, por falta de políticas
de saúde e prevenção. Critica o o governo do Estado pela ordem de
reintegração de posse da fazenda Ariadnópolis, no Município de Campo do
Meio, onde reside o Quilombo de Campo Grande. Sugere ações para resolver
a crise fiscal de Minas, como taxar as grandes fortunas e a exportação
do ouro. Solicita ao Executivo atenção aos casos de despejo, aos
imigrantes e à violência contra a mulher.",19,2020-08-12 14:00:00,
000001514,45571,DEPUTADO CRISTIANO SILVEIRA,22523,2020-08-12 14:00:00,"Transcurso do Dia Nacional dos Direitos Humanos. Manifesta repúdio ao
governo do Estado por acatar ação judicial que determina a reintegração
de posse da fazenda Ariadnópolis, no Município de Campo do Meio,
despejando famílias que residem no Quilombo de Campo Grande.",19,2020-08-12 14:00:00,
000001515,45572,DEPUTADO ANDRÉ QUINTÃO,12195,2020-08-12 10:00:00,"Defende a suspensão da ordem de reintegração de posse da fazenda
Ariadnópolis, no Município de Campo do Meio, onde reside o Quilombo de
Campo Grande e a prevalência do diálogo, salientando a inadequação da
reintegração de posse neste momento de pandemia da Covid-19.",19,2020-08-12 10:00:00,
000001516,45573,DEPUTADO SARGENTO RODRIGUES,9673,2020-08-12 10:00:00,"Solicita a reabertura gradual dos trabalhos presenciais na Assembleia
Legislativa.",19,2020-08-12 10:00:00,
000001517,45574,DEPUTADA ANDRÉIA DE JESUS,26143,2020-08-12 10:00:00,"Declara voto favorável ao projeto de resolução que reconhece o estado de
calamidade pública nos unicípios de Andradas, Campestre, Caparaó, Carmo
do Cajuru, Chiador, Delfim Moreira, Galileia, Ibituruna, Itamonte,
Jacinto, Luislândia, Monte Sião, Muriaé, Olímpio Noronha, Ouro Verde de
Minas, Rio do Prado, Rio Piracicaba, Unaí e Urucuia, em decorrência da
pandemia de Covid-19, causada pelo coronavírus. Critica a ordem de
reintegração de posse da fazenda Ariadnópolis, no Município de Campo do
Meio, onde reside o Quilombo de Campo Grande.",19,2020-08-12 10:00:00,
000001518,45575,DEPUTADO BETÃO,26145,2020-08-12 10:00:00,"Lamenta as mortes ocorridas em decorrência da pandemia de Covid-19,
causada pelo Coronavírus e salienta que o ambiente físico da Assembleia
Legislativa é propício à propagação do vírus. Critica a ação de
reintegração de posse da fazenda Ariadnópolis, no Município de Campo do
Meio, onde reside o Quilombo de Campo Grande, com famílias que produzem
e fomentam a agricultura do Estado.",19,2020-08-12 10:00:00,
000001519,45576,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2020-08-12 10:00:00,"Critica a ação de reintegração de posse da fazenda Ariadnópolis, no
Município de Campo do Meio, onde reside o Quilombo de Campo Grande, com
famílias produtoras rurais. Solicita que a Assembleia Legislativa se
posicione rejeitando a injustiça, agressão aos direitos dos
trabalhadores ali residentes e a inadequação do momento para execução da
ordem de reintegração, levando em conta a pandemia de Covid-19. Presta
homenagem  pelo transcurso do Dia Internacional de Luta contra a
Violência no Campo, aniversário do assassinato da líder das
trabalhadoras rurais, Margarida Maria Alves, prêmio Pax Christi.
Internacional.",19,2020-08-12 10:00:00,
000001520,45577,DEPUTADA LENINHA,26153,2020-08-12 10:00:00,"Comenta a aprovação do projeto de resolução que reconhece o estado de
calamidade pública nos Municípios de Andradas, Campestre, Caparaó, Carmo
do Cajuru, Chiador, Delfim Moreira, Galileia, Ibituruna, Itamonte,
Jacinto, Luislândia, Monte Sião, Muriaé, Olímpio Noronha, Ouro Verde de
Minas, Rio do Prado, Rio Piracicaba, Unaí e Urucuia, em decorrência da
pandemia de Covid-19, causada pelo coronavírus. Presta solidariedade aos
familiares das vítimas do Covid-19 e destaca a importância do cuidado
com as famílias que perderam seus entes. Critica a ordem de reintegração
de posse da fazenda Ariadnópolis, no Município de Campo do Meio, onde
reside o Quilombo de Campo Grande, com famílias produtoras rurais e
solicita ao governador Romeu Zema que intervenha, impedindo o despejo.",19,2020-08-12 10:00:00,
000001521,45556,DEPUTADO GUILHERME DA CUNHA,26134,2020-08-11 14:00:00,"Contesta reportagem do portal de notícias G1, que teria apontado Minas
Gerais como o estado que menos investiu em saúde durante a pandemia da
Covid-19 e que teria aplicado menos do que o mínimo constitucional da
área.",19,2020-08-11 14:00:00,
000001522,45557,DEPUTADO ARLEN SANTIAGO,9652,2020-08-11 14:00:00,"Critica o fechamento de escritórios e agências da Companhia Energética
de Minas Gerais - Cemig - no Estado, especialmente na região Norte,
ressaltando que o serviço é essencial e não pode ser interrompido.
Informa presença do ministro do Turismo, Marcelo Álvaro Antônio, no
Município de Montes Claros, para assinatura de convênio que trata da
construção de anfiteatro.",19,2020-08-11 14:00:00,
000001523,45558,DEPUTADA LAURA SERRANO,26165,2020-08-11 14:00:00,"Pesar pelas 100 mil mortes por Covid-19 no País. Elogia o que chamou de
“onda de solidariedade” no País, representada, por exemplo, por jovens
que têm ajudado pessoas que são do grupo de risco ou psicólogos que têm
oferecidos atendimentos virtuais gratuitos.",19,2020-08-11 14:00:00,
000001524,45559,DEPUTADO ANDRÉ QUINTÃO,12195,2020-08-11 14:00:00,"Solicita aos órgãos do sistema de justiça e segurança que revejam a
ordem de reintegração de posse da fazenda Ariadnópolis, no Município de
Campo do Meio, onde reside o Quilombo de Campo Grande, ressaltando que o
Conselho Nacional de Justiça - CNJ - recomenda que todas as
reintegrações sejam suspensas neste momento de pandemia da Covid-19.
Comenta que ainda há 11 pessoas desaparecidas em decorrência do
rompimento da barragem da Vale no Município de Brumadinho, elogiando a
retomada das buscas. Contesta pronunciamento do deputado Guilherme da
Cunha sobre reportagem do portal de notícias G1, a qual teria apontado
Minas Gerais como o estado que menos investiu em saúde durante a
pandemia da Covid-19 e que teria aplicado menos do que o mínimo
constitucional da área.",19,2020-08-11 14:00:00,
000001525,45560,DEPUTADO FERNANDO PACHECO,26133,2020-08-11 14:00:00,"Agradece ao presidente da Comissão de Saúde, Carlos Pimenta, por ter
intermediado com a Secretaria de Estado de Saúde - SES - uma solução
para um problema na testagem da Covid-19 dos funcionários do Hospital do
Município de Cataguases.",19,2020-08-11 14:00:00,
000001526,45561,DEPUTADO FERNANDO PACHECO,26133,2020-08-11 14:00:00,"Pesar pelo falecimento do neurocirurgião Lucas Augusto Pires por Covid-
19.",19,2020-08-11 14:00:00,
000001527,45562,DEPUTADO FERNANDO PACHECO,26133,2020-08-11 14:00:00,"Lê oração postada pelo neurocirurgião Lucas Augusto Pires em suas redes
sociais.",19,2020-08-11 14:00:00,
000001528,45563,DEPUTADO CARLOS PIMENTA,7758,2020-08-11 14:00:00,"Agradece elogios do deputado Fernando Pacheco por ter intermediado com a
Secretaria de Estado de Saúde - SES - uma solução para um problema na
testagem da Covid-19 dos funcionários do Hospital do Município de
Cataguases. Comenta reportagem do portal de notícias G1, que teria
apontado Minas Gerais como o estado que menos investiu em saúde durante
a pandemia da Covid-19 e que teria aplicado menos do que o mínimo
constitucional da área. Destaca que acredita no governo do Estado e
informa que já solicitou audiência da Comissão de Saúde para que a
Secretaria de Estado de Saúde - SES - possa prestar esclarecimentos a
respeito dos gastos empenhados e efetivados. Informa que se reunirá com
superintendente regional do Trabalho e Emprego em Minas Gerais, João
Carlos Gontijo de Amorim, para tentar reverter a interdição de 10
empresas que produzem óleo de eucalipto no Município de São João do
Paraíso.",19,2020-08-11 14:00:00,
000001529,45564,DEPUTADA ANDRÉIA DE JESUS,26143,2020-08-11 14:00:00,"Manifesta preocupação com o que considerou “uma decisão política do
Estado de perseguir comunidades tradicionais de Minas Gerais”,
referindo-se ao Quilombo de Campo Grande, situado no Município de Campo
do Meio, que está ameaçado por uma ordem de reintegração de posse.
Manifesta preocupação com o contingenciamento que estaria ocorrendo no
Estado. Convida para audiência pública a ser realizada pela Comissão do
Trabalho, da Previdência e da Assistência Social, para discutir a
proposta de reforma da Previdência dos servidores civis do Estado.",19,2020-08-11 14:00:00,
000001530,45565,DEPUTADO CRISTIANO SILVEIRA,22523,2020-08-11 14:00:00,"Informa que o deputado Gil Pereira, testado positivo para a Covid-19,
passa bem, está seguindo as orientações médicas e mantendo os devidos
cuidados. Manifesta votos e orações para a sua plena recuperação.",19,2020-08-11 14:00:00,
000001531,45492,DEPUTADA ANA PAULA SIQUEIRA,19150,2020-08-06 14:00:00,"Presta solidariedade às famílias das vítimas da Covid-19. Comenta, por
ocasião do 14º aniversário de aprovação da Lei Maria da Penha, a
importância dessa norma, apresentando dados sobre a violência contra a
mulher no Brasil. Agradece a aprovação de projeto de lei que prevê a
criação de banco de empregos para mulheres vítimas de violência. Informa
sobre projeto de lei de sua autoria que dispõe sobre o ensino de noções
básicas da Lei Maria da Penha nas escolas da rede pública do Estado.
Presta homenagem por ocasião do Dia dos Trabalhadores da Educação.",19,2020-08-06 14:00:00,
000001532,45493,DEPUTADO CRISTIANO SILVEIRA,22523,2020-08-06 14:00:00,"Presta homenagem por ocasião do Dia dos Trabalhadores da Educação,
lamentando que não há muito o que comemorar, pois os servidores
estaduais da área estão sem reajuste, sem receber salário integral e o
piso nacional da educação. Critica a intenção do governo do Estado de
retomar as aulas presenciais e a reabertura de serviços não essenciais
no Município de Belo Horizonte, mesmo com números ainda preocupantes da
pandemia da Covid-19. Comenta a exclusão da delação feita por Palocci
contra o ex-presidente Lula em ações da Lava Jato, determinada pela 2ª
Turma do Supremo Tribunal Federal - STF. Informa sobre a absolvição do
ex-governador Fernando Pimentel de acusação de uso de caixa dois e
também da suspeita de corrupção investigada na Operação Acrônimo.
Solicita seja colocado em pauta projeto de lei de sua autoria que dispõe
sobre alterações nos prazos da contratação por tempo determinado no
Estado, em virtude da pandemia.",19,2020-08-06 14:00:00,
000001533,45494,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2020-08-06 14:00:00,"Comenta, por ocasião do 14º aniversário de aprovação da Lei Maria da
Penha, a importância dessa norma. Defende acordo dos governos estadual e
federal para a cobrança de imposto de exportação sobre o ouro retirado
por mineradoras multinacionais, o que geraria, segundo o deputado, a
receita de R$ 835 milhões para Minas Gerais somente em 2020. Ressalta
que esse montante poderia ser utilizado para financiar a Previdência do
Estado.",19,2020-08-06 14:00:00,
000001534,45495,DEPUTADO CARLOS PIMENTA,7758,2020-08-06 14:00:00,"Elogia a atuação da Prefeitura de Montes Claros, destacando o aumento da
taxa de empregos formais, a atração de investimentos, o programa de
obras bancado com recursos próprios e o combate à pandemia da Covid-19.
Manifesta preocupação com a situação do Estado no momento pós-pandemia.
Destaca as potencialidades da área mineira da Superintendência do
Desenvolvimento do Nordeste - Sudene - e solicita aos deputados federais
votados nessa região para seguirem o exemplo da Assembleia Legislativa,
criando uma bancada voltada a investimentos locais.",19,2020-08-06 14:00:00,
000001535,45496,DEPUTADO SARGENTO RODRIGUES,9673,2020-08-06 14:00:00,"Elogia a manifestação dos servidores da segurança pública na Assembleia
Legislativa contra a proposta de reforma da Previdência dos servidores
civis do Estado. Comenta que esses servidores solicitam tratamento que
não é privilégio, mas, sim, compatível com o risco da sua atividade.
Ressalta que a reforma pode existir, desde que não prejudique o cidadão,
e que ela deve considerar algumas especificidades, como as da segurança
pública e das mulheres.",19,2020-08-06 14:00:00,
000001536,45497,DEPUTADA ANDRÉIA DE JESUS,26143,2020-08-06 14:00:00,"Presta homenagem pelo Dia dos Trabalhadores da Educação. Denuncia ação
supostamente arbitrária da Polícia Militar do Estado de Minas Gerais -
PMMG - contra camelôs e ambulantes no Município de Uberlândia. Lamenta
as mais de 100 mil mortes por Covid-19 no País. Informa que tem
acompanhado as várias demandas que estão relacionados aos conflitos
fundiários. Comenta a importância da Lei Maria da Penha. Critica a
continuidade da tramitação da proposta de reforma da Previdência dos
servidores civis do Estado, elogiando a grande manifestação realizada na
Assembleia Legislativa contra a medida. Solicita ao governo resposta a
vários pedidos de informação sobre dados da previdência do Estado.
Defende que todos os projetos que tratem do tema passem pela Comissão de
Defesa dos Direitos da Mulher, já que esse gênero seria o mais
prejudicado pela reforma.",19,2020-08-06 14:00:00,
000001537,45498,DEPUTADO BETÃO,26145,2020-08-06 14:00:00,"Denuncia que policiais teriam impedido a liderança dos servidores da
saúde de ligar equipamento de som para conduzir assembleia da categoria.
Informa que a categoria estuda fazer uma paralisação. Manifesta posição
contrária à proposta de reforma da Previdência dos servidores civis do
Estado.",19,2020-08-06 14:00:00,
000001538,45484,DEPUTADA CELISE LAVIOLA,2267,2020-08-05 14:00:00,"Agradece aos profissionais da área da saúde por ocasião do Dia Nacional
da Saúde, reforçando a necessidade das medidas de proteção e isolamento,
em decorrência da pandemia da Covid-19. Informa sobre investimentos que
serão feitos pela Fundação Renova na região do Vale do Rio Doce, como
medida compensatória pelo rompimento de barragem no Município de
Mariana, em 2015. Comenta que esses recursos serão utilizados para obras
importantes de saúde e infraestrutura, como a finalização do Hospital
Regional de Governador Valadares, mas ressalta que ainda é necessário
investir na recuperação do Rio Doce.",19,2020-08-05 14:00:00,
000001539,45485,DEPUTADO BETÃO,26145,2020-08-05 14:00:00,"Critica a continuidade da tramitação da proposta de reforma da
Previdência dos servidores civis do Estado, ressaltando que considera o
projeto complexo, que retira direito dos trabalhadores e está tramitando
em meio à pandemia da Covid-19 sem que haja a presença do público que
será atingido por essa proposta. Denuncia que trabalhadores da área da
saúde estariam sendo coagidos a assinar suas transferências para a
Cidade Administrativa, sem publicação oficial. Informa que apresentou
requerimento solicitando ao presidente da Refinaria Gabriel Passos –
Regap – pedido de informações sobre a situação dos trabalhadores
infectados pelo novo coronavírus nas unidades da Petróleo Brasileiro S/A
- Petrobras - no Estado. Denuncia suposta intenção do governador do
Estado de privatizar a Minas Gerais Administração e Serviços S/A - MGS.",19,2020-08-05 14:00:00,
000001540,45486,DEPUTADO SARGENTO RODRIGUES,9673,2020-08-05 14:00:00,"Solicita ao governo do Estado o fim das demissões de agentes
administrativos, socioeducativos e policiais penais e a prorrogação dos
contratos pelo menos até 2021. Ressalta que não existe previsão de
concurso e que foi aprovada lei que prevê que os contratos temporários
podem ser prorrogados, tendo em vista o estado de calamidade pública
decorrente da pandemia da Covid-19.",19,2020-08-05 14:00:00,
000001541,45487,DEPUTADA ANDRÉIA DE JESUS,26143,2020-08-05 14:00:00,"Presta solidariedade ao povo libanês, em virtude de explosão em Beirute.
Lamenta as 100 mil mortes no País pela Covid-19 e solicita ao governo do
Estado que não siga o exemplo da Presidência da República e tome medidas
mais efetivas para preservar a vida dos cidadãos mineiros. Critica a
continuidade da tramitação da proposta de reforma da Previdência dos
servidores civis do Estado, informando que foram solicitados
esclarecimentos ao governador Romeu Zema sobre os projetos, até o
momento, sem resposta. Sugere seja convidado o secretário de Estado de
Fazenda, Gustavo Barbosa, para prestar esclarecimentos sobre a proposta.
Denuncia ameaças de despejo de comunidades durante a pandemia e morte
por coronavírus de um jovem no sistema prisional do Município de
Manhumirim, que poderia estar em liberdade, pois ainda não havia sido
condenado. Critica o retorno das aulas presenciais e o ensino remoto,
ressaltando que os quilombolas e os indígenas não têm acesso à
eletrificação. Solicita seja colocado em pauta projeto de lei que dispõe
sobre a proibição de homenagens por meio da utilização de expressão,
figura, desenho ou qualquer outro sinal relacionados à escravidão ou a
pessoas notoriamente participantes do movimento eugenista brasileiro por
pessoas físicas e pessoas jurídicas de direito público ou privado.",19,2020-08-05 14:00:00,
000001542,45488,DEPUTADO DOUTOR JEAN FREIRE,22581,2020-08-05 14:00:00,"Comenta a experiência que tem vivido como médico, atendendo pacientes
com Covid-19 no Vale do Jequitinhonha. Elogia o trabalho dos
profissionais do Sistema Único de Saúde - SUS. Solicita audiência
pública para discutir o atendimento dos planos privados de saúde, ao
criticar a burocracia dos planos, que por vezes, demanda a
judicialização do atendimento.",19,2020-08-05 14:00:00,
000001543,45489,DEPUTADO CARLOS PIMENTA,7758,2020-08-05 14:00:00,"Defende a Unimed, ressaltando que a empresa, genuinamente brasileira e
comandada pela classe médica, tem atendido todas as determinações da
Agência Nacional de Saúde Suplementar - ANS -, ainda que amargando
prejuízos. Critica veto do presidente Jair Bolsonaro a projeto de lei
que determina a indenização a profissionais de saúde que contraíram a
Covid-19 durante o trabalho e tiveram que se afastar de suas atividades
profissionais.",19,2020-08-05 14:00:00,
000001544,45490,DEPUTADO CARLOS PIMENTA,7758,2020-08-05 14:00:00,"Presta homenagem às vítimas de explosão ocorrida em Beirute, no Líbano.",19,2020-08-05 14:00:00,
000001545,45491,DEPUTADO FERNANDO PACHECO,26133,2020-08-05 14:00:00,"Solicita atenção ao governo do Estado para a situação da Covid-19 do
Município de Cataguases, onde há mais de 700 casos confirmados da doença
e 16 óbitos.",19,2020-08-05 14:00:00,
000001546,45326,DEPUTADO DALMO RIBEIRO SILVA,9655,2020-08-04 14:00:00,"Presta homenagem à Arquidiocese do Município de Pouso Alegre, pelo
transcurso do 120º aniversário de fundação. Manifesta satisfação por ter
sido aprovada, no projeto de lei que dispõe sobre as diretrizes para a
elaboração e a execução da lei orçamentária para o exercício de 2021,
uma emenda de sua autoria destinada ao turismo. Informa sobre emenda
aprovada no Congresso Nacional para que os circuitos turísticos recebam
recursos.",19,2020-08-04 14:00:00,
000001547,45477,DEPUTADO CELINHO SINTROCEL,18849,2020-08-04 14:00:00,"Comemora anúncio, feito pelo governo do Estado, de investimento em obras
na Rodovia LMG-760 e na estrada Parque Bispo Dom Helvécio, ambas na
região do Vale do Aço, por meio de recursos da Fundação Renova, como
medida compensatória pelo rompimento de barragem no Município de
Mariana, em 2015.",19,2020-08-04 14:00:00,
000001548,45478,DEPUTADO CRISTIANO SILVEIRA,22523,2020-08-04 14:00:00,"Lamenta as 149 mortes por Covid-19 em Minas Gerais em 24 horas,
ressaltando os números elevados no Estado e no País. Critica a demora do
governo federal para criar um programa de crédito para micro e pequenas
empresas e a divulgação de medicamentos sem eficácia comprovada. Comenta
que o governador Romeu Zema teria sido ansioso e irresponsável com o
programa Minas Consciente, na sua primeira edição, e que considera uma
grande irresponsabilidade falar em retorno e normalidade das aulas no
momento. Solicita a inclusão na pauta de projeto de lei de sua autoria
que dispõe sobre alterações nos prazos da contratação por tempo
determinado no Estado, em virtude da pandemia de Covid-19. Critica veto
do presidente Jair Bolsonaro ao projeto de lei que previa indenização a
profissionais da saúde incapacitados por Covid-19.",19,2020-08-04 14:00:00,
000001549,45479,DEPUTADO ANDRÉ QUINTÃO,12195,2020-08-04 14:00:00,"Comenta que os governos estadual e federal estariam subestimando o dano
que a pandemia da Covid-19 tem causado. Ressalta que, apesar de na média
Minas Gerais contar com disponibilidade de leitos, em algumas regiões a
situação já é crítica. Comenta a proposta de reforma da Previdência dos
servidores civis do Estado, informando que o prazo para definição das
alíquotas foi prorrogado para o final do mês de setembro. Presta
solidariedade às entidades sindicais e aos servidores públicos do
Estado, que teriam sido objeto de um duro ataque pelo governador Romeu
Zema. Questiona ação de reintegração de posse da antiga Usina
Ariadnópolis, especificamente do Quilombo Campo Grande, no Município de
Campo do Meio.",19,2020-08-04 14:00:00,
000001550,45480,DEPUTADA LAURA SERRANO,26165,2020-08-04 14:00:00,"Informa sobre o programa “Corrida do Saber”, que destina parte das
verbas parlamentares do seu mandato, por meio de edital, para premiar
escolas públicas com bom rendimento.",19,2020-08-04 14:00:00,
000001551,45481,DEPUTADO CARLOS PIMENTA,7758,2020-08-04 14:00:00,"Informa que o Brasil foi o País que registrou o maior número de
infecções pelo coronavírus em gestantes e puérperas e solicita reunião
da Comissão de Saúde para tratar do tema. Solicita seja colocado em
pauta projeto de lei de sua autoria que dispõe sobre a inclusão de
psicólogos no Programa Saúde da Família - PSF. Defende o governo do
Estado, ressaltando que a taxa de infecção por Covid-19 é uma das
menores entre os estados brasileiros, graças às medidas tomadas. Destaca
também que não houve saturação das redes hospitalares e que grande parte
dos casos de aumento da doença teria sido culpa da própria população.",19,2020-08-04 14:00:00,
000001552,45482,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2020-08-04 14:00:00,"Informa que o secretário adjunto de Estado de Desenvolvimento Econômico,
Fernando Passalio, e o diretor-geral do Instituto de Desenvolvimento do
Norte e Nordeste de Minas Gerais - Idene -, Nilson Borges, entraram em
contato com a bancada do Norte de Minas para discutir a elaboração de um
plano de desenvolvimento para as regiões Norte e Nordeste do Estado.
Comenta que foi designado para fazer estudos preliminares sobre a
questão da mineração.",19,2020-08-04 14:00:00,
000001553,45483,DEPUTADO ALENCAR DA SILVEIRA JR.,7752,2020-08-04 14:00:00,"Critica matéria jornalística da Rede Globo de Televisão que citou
parlamentares que estariam recebendo verbas indenizatórias superiores
aos demais deputados. Comenta que essas verbas são iguais para todos e
destaca a economia feita pela Assembleia Legislativa durante a pandemia
da Covid-19.",19,2020-08-04 14:00:00,
000001566,45462,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-17 14:00:00,"Informa que abre mão da discussão do projeto de lei que dispõe sobre as
diretrizes para a elaboração e a execução da lei orçamentária para o
exercício de 2021, e que usará a palavra no momento de encaminhamento da
votação.",19,2020-07-17 14:00:00,
